Fecha,Product_ID,Código,Categoría,Producto,Precio Costo,Total COGS,Cantidad,Precio Unitario,Monto
07/07/2022,263,6.21355E+11,Golosina,Caramelos 1,4,40,10,5,50
07/07/2022,58,9.54456E+11,Carga,"Carga Virtual (Tipear TOTAL DE CARGA en: ""Monto"") 1",1,100,100,1,110
07/07/2022,188,3.51625E+11,Fotocopia,SIMPLE FAZ A4 1,0,0,1,10,10
07/07/2022,260,77958648,Golosina,"Menthoplus Strong 29,4g",46,46,1,70,70
07/07/2022,212,7.79004E+12,Galletita,Maná Clasica Vainilla 145g,113,113,1,150,150
07/07/2022,58,9.54456E+11,Carga,"Carga Virtual (Tipear TOTAL DE CARGA en: ""Monto"") 1",1,180,180,1,200
07/07/2022,58,9.54456E+11,Carga,"Carga Virtual (Tipear TOTAL DE CARGA en: ""Monto"") 1",1,200,200,1,220
07/07/2022,3,AGUACALIENTE,Agua,Agua caliente 1,0,0,1,50,50
07/07/2022,191,1.47852E+11,Fotocopia,IMPRESIÓN A4 1,0,0,3,20,60
07/07/2022,454,7.7928E+12,Soda,Soda Eco de los Andes 500ml,65,65,1,100,100
07/07/2022,263,6.21355E+11,Golosina,Caramelos 1,4,16,4,5,20
07/07/2022,88,77917812,Chocolate,Las Colonias Negro Triple 1,44,88,2,70,140
07/07/2022,468,3.05707E+12,Varios,Liyo Caja 50,60,120,2,100,200
07/07/2022,61,7.79315E+12,Cerveza,Schneider  473ml,120,120,1,170,170
07/07/2022,362,7.79187E+12,Mercadito,Mayonesa Natura 125g,120,120,1,160,160
07/07/2022,41,7.79811E+12,Aperitivo,Fernandito 1000ml,113,113,1,150,150
07/07/2022,119,77953513,Cigarrillo,Chesterfield 20 Común 20,250,250,1,290,290
07/07/2022,106,77916433,Cigarrillo,Marlboro 20 Común 20,325,325,1,370,370
07/07/2022,445,7.79031E+12,Snack,Lays Clásicas 145g,304,304,1,400,400
07/07/2022,296,7.79391E+12,Lácteos,Yogurt Entero Vasito Frutilla Tregar 125g,60,60,1,80,80
07/07/2022,200,7.79179E+12,Galletita,Trío Pepas 200g,98,98,1,130,130
07/07/2022,188,3.51625E+11,Fotocopia,SIMPLE FAZ A4 1,0,0,1,10,10
07/07/2022,71,7.7928E+12,Cerveza,Brahma Retornable 1000ml,240,240,1,340,340
07/07/2022,25,7.79004E+12,Agua Saborizada,Baggio Fresh Naranja 1500ml,100,100,1,140,140
07/07/2022,200,7.79179E+12,Galletita,Trío Pepas 200g,98,98,1,130,130
07/07/2022,24,7.79004E+12,Agua Saborizada,Baggio Fresh Manzana Liviano 200ml,49,49,1,70,70
07/07/2022,251,77939753,Golosina,Topline Seven Atomic Strong 14g,78,78,1,80,80
07/07/2022,188,3.51625E+11,Fotocopia,SIMPLE FAZ A4 1,0,0,1,10,10
07/07/2022,186,6.95874E+11,Fotocopia,DNI 1,0,0,1,20,20
07/07/2022,132,1.00708E+12,Energizante,Monster Negro 473ml,203,203,1,270,270
07/07/2022,222,7.7909E+12,Gaseosa,Coca Cola 500ml,105,105,1,140,140
07/07/2022,58,9.54456E+11,Carga,"Carga Virtual (Tipear TOTAL DE CARGA en: ""Monto"") 1",1,70,70,1,80
07/07/2022,231,7.79138E+12,Gaseosa,Cabalgata Naranja 500ml,60,60,1,80,80
07/07/2022,71,7.7928E+12,Cerveza,Brahma Retornable 1000ml,240,480,2,340,680
07/07/2022,166,7.79814E+12,Farmacia,Tafirol Paracetamol 1g 1,22,66,3,40,120
07/07/2022,122,77940735,Cigarrillo,Philip Morris 20 Convertible 20,320,320,1,370,370
07/07/2022,309,6.95013E+12,Librería,Lápiz Corrector Koby 1,150,150,1,200,200
07/07/2022,106,77916433,Cigarrillo,Marlboro 20 Común 20,325,325,1,370,370
07/07/2022,105,77983343,Cigarrillo,Marlboro 10 Común 10,200,200,1,250,250
07/07/2022,109,77947550,Cigarrillo,Marlboro Fusión 20 20,325,325,1,370,370
07/07/2022,325,7.79813E+12,Librería,Mapa Argentina N 3 Político 2,15,45,3,20,60
07/07/2022,224,7.7909E+12,Gaseosa,Coca Cola 2250ml,250,250,1,350,350
07/07/2022,108,77978141,Cigarrillo,Marlboro Fusión 10 10,190,190,1,250,250
07/07/2022,223,7.7909E+12,Gaseosa,Coca Cola Retornable 1500ml,173,173,1,230,230
07/07/2022,22,7.79807E+12,Agua Saborizada,Sierra de Los Padres Naranja 1500ml,98,98,1,140,140
07/07/2022,195,7.79004E+12,Galletita,Mediatarde 105g,45,45,1,60,60
08/07/2022,76,7.7928E+12,Cerveza,Corona  710ml,300,300,1,400,400
08/07/2022,88,77917812,Chocolate,Las Colonias Negro Triple 1,44,44,1,70,70
08/07/2022,100,BOCADITOSBELCHOCO,Chocolate,Bombón Bel Choco 9g,15,30,2,20,40
08/07/2022,108,77978141,Cigarrillo,Marlboro Fusión 10 10,190,190,1,250,250
08/07/2022,309,6.95013E+12,Librería,Lápiz Corrector Koby 1,150,150,1,200,200
08/07/2022,308,7.79551E+12,Librería,Birome Filgo negra 1,75,75,1,100,100
08/07/2022,115,77969675,Cigarrillo,Liverpool 20 Box 20,108,108,1,160,160
08/07/2022,110,77976994,Cigarrillo,Lucky Strike 10 Convertible 12,180,180,1,230,230
08/07/2022,187,1.53426E+11,Fotocopia,SIMPLE FAZ LEGAL / DOBLE FAZ A4 1,0,0,1,20,20
08/07/2022,187,1.53426E+11,Fotocopia,SIMPLE FAZ LEGAL / DOBLE FAZ A4 1,0,0,1,20,20
08/07/2022,187,1.53426E+11,Fotocopia,SIMPLE FAZ LEGAL / DOBLE FAZ A4 1,0,0,1,20,20
08/07/2022,188,3.51625E+11,Fotocopia,SIMPLE FAZ A4 1,0,0,1,10,10
08/07/2022,187,1.53426E+11,Fotocopia,SIMPLE FAZ LEGAL / DOBLE FAZ A4 1,0,0,1,20,20
08/07/2022,186,6.95874E+11,Fotocopia,DNI 1,0,0,1,20,20
08/07/2022,58,9.54456E+11,Carga,"Carga Virtual (Tipear TOTAL DE CARGA en: ""Monto"") 1",1,170,170,1,190
08/07/2022,186,6.95874E+11,Fotocopia,DNI 1,0,0,1,20,20
08/07/2022,58,9.54456E+11,Carga,"Carga Virtual (Tipear TOTAL DE CARGA en: ""Monto"") 1",1,100,100,1,110
08/07/2022,188,3.51625E+11,Fotocopia,SIMPLE FAZ A4 1,0,0,4,10,40
08/07/2022,86,7.79004E+12,Chocolate,Tofi Blanco Triple 1,98,196,2,140,280
08/07/2022,188,3.51625E+11,Fotocopia,SIMPLE FAZ A4 1,0,0,2,10,20
08/07/2022,187,1.53426E+11,Fotocopia,SIMPLE FAZ LEGAL / DOBLE FAZ A4 1,0,0,5,20,100
08/07/2022,191,1.47852E+11,Fotocopia,IMPRESIÓN A4 1,0,0,1,20,20
08/07/2022,58,9.54456E+11,Carga,"Carga Virtual (Tipear TOTAL DE CARGA en: ""Monto"") 1",1,200,200,1,220
08/07/2022,21,7.79807E+12,Agua Saborizada,Sierra de Los Padres Pomelo 1500ml,98,98,1,140,140
08/07/2022,58,9.54456E+11,Carga,"Carga Virtual (Tipear TOTAL DE CARGA en: ""Monto"") 1",1,500,500,1,550
08/07/2022,456,6.902E+12,Varios,Encendedor Candela 1,45,45,1,60,60
08/07/2022,223,7.7909E+12,Gaseosa,Coca Cola Retornable 1500ml,173,173,1,230,230
08/07/2022,120,4.60589E+11,Cigarrillo,Suelto Nacional 1,15,15,1,30,30
08/07/2022,263,6.21355E+11,Golosina,Caramelos 1,4,8,2,5,10
08/07/2022,261,77958624,Golosina,"Menthoplus Mentol 29,4g",49,49,1,70,70
08/07/2022,454,7.7928E+12,Soda,Soda Eco de los Andes 500ml,65,65,1,100,100
08/07/2022,206,7.79004E+12,Galletita,Surtido Bagley 390g,195,195,1,260,260
08/07/2022,189,1.23655E+11,Fotocopia,DOBLE FAZ LEGAL 1,0,0,3,30,90
08/07/2022,187,1.53426E+11,Fotocopia,SIMPLE FAZ LEGAL / DOBLE FAZ A4 1,0,0,4,20,80
08/07/2022,59,7.7928E+12,Cerveza,Brahma  473ml,135,135,1,180,180
08/07/2022,114,77941558,Cigarrillo,Master 20 Común 20,105,105,1,160,160
08/07/2022,186,6.95874E+11,Fotocopia,DNI 1,0,0,1,20,20
08/07/2022,263,6.21355E+11,Golosina,Caramelos 1,4,8,2,5,10
08/07/2022,120,4.60589E+11,Cigarrillo,Suelto Nacional 1,15,75,5,30,150
08/07/2022,124,77976956,Cigarrillo,Lucky Strike 20 Común Convertible 20,300,300,1,340,340
08/07/2022,88,77917812,Chocolate,Las Colonias Negro Triple 1,44,88,2,70,140
08/07/2022,263,6.21355E+11,Golosina,Caramelos 1,4,32,8,5,40
08/07/2022,120,4.60589E+11,Cigarrillo,Suelto Nacional 1,15,15,1,30,30
08/07/2022,59,7.7928E+12,Cerveza,Brahma  473ml,135,135,1,180,180
08/07/2022,110,77976994,Cigarrillo,Lucky Strike 10 Convertible 12,180,180,1,230,230
08/07/2022,281,7.79004E+12,Jugo,Baggio Pronto Multifruta 1000ml,163,163,1,230,230
08/07/2022,59,7.7928E+12,Cerveza,Brahma  473ml,135,135,1,180,180
08/07/2022,238,7.79276E+12,Gaseosa,Secco Pomelo 3000ml,180,180,1,240,240
08/07/2022,107,77918482,Cigarrillo,Marlboro 20 Box 20,330,660,2,400,800
08/07/2022,59,7.7928E+12,Cerveza,Brahma  473ml,135,135,1,180,180
08/07/2022,121,5.80059E+11,Cigarrillo,Suelto Barato 1,11,22,2,15,30
08/07/2022,115,77969675,Cigarrillo,Liverpool 20 Box 20,108,108,1,160,160
08/07/2022,228,7.7909E+12,Gaseosa,Sprite  2250ml,263,263,1,350,350
08/07/2022,437,7.89284E+12,Snack,Doritos  140g,315,315,1,420,420
08/07/2022,117,77912879,Cigarrillo,Philip Morris 20 Común 20,300,300,1,340,340
08/07/2022,63,7.79315E+12,Cerveza,Imperial Golden  473ml,117,117,1,180,180
08/07/2022,260,77958648,Golosina,"Menthoplus Strong 29,4g",46,46,1,70,70
08/07/2022,253,77948496,Golosina,Topline Seven Violet Cherry 14g,78,78,1,80,80
08/07/2022,72,7.7928E+12,Cerveza,Quilmes Bajo Cero Retornable 1000ml,225,225,1,320,320
08/07/2022,108,77978141,Cigarrillo,Marlboro Fusión 10 10,190,190,1,250,250
08/07/2022,63,7.79315E+12,Cerveza,Imperial Golden  473ml,117,117,1,180,180
08/07/2022,117,77912879,Cigarrillo,Philip Morris 20 Común 20,300,300,1,340,340
08/07/2022,470,8.36839E+11,Varios,Chip  1,38,38,1,50,50
08/07/2022,71,7.7928E+12,Cerveza,Brahma Retornable 1000ml,240,240,1,340,340
08/07/2022,114,77941558,Cigarrillo,Master 20 Común 20,105,105,1,160,160
08/07/2022,451,7.79818E+12,Soda,Soda Vitalissima 2000ml,113,113,1,150,150
08/07/2022,496,7.79184E+12,Vino,Viñas de Balbo 1125ml,224,224,1,400,400
08/07/2022,72,7.7928E+12,Cerveza,Quilmes Bajo Cero Retornable 1000ml,225,225,1,320,320
08/07/2022,118,77981813,Cigarrillo,Philip Morris 10 Común 12,180,180,1,240,240
08/07/2022,236,7.79138E+12,Gaseosa,Cabalgata Lima 3000ml,168,168,1,240,240
08/07/2022,41,7.79811E+12,Aperitivo,Fernandito 1000ml,113,113,1,150,150
08/07/2022,72,7.7928E+12,Cerveza,Quilmes Bajo Cero Retornable 1000ml,225,225,1,320,320
08/07/2022,63,7.79315E+12,Cerveza,Imperial Golden  473ml,117,234,2,180,360
08/07/2022,120,4.60589E+11,Cigarrillo,Suelto Nacional 1,15,15,1,30,30
08/07/2022,121,5.80059E+11,Cigarrillo,Suelto Barato 1,11,11,1,15,15
08/07/2022,72,7.7928E+12,Cerveza,Quilmes Bajo Cero Retornable 1000ml,225,225,1,320,320
09/07/2022,61,7.79315E+12,Cerveza,Schneider  473ml,120,120,1,170,170
09/07/2022,109,77947550,Cigarrillo,Marlboro Fusión 20 20,325,325,1,370,370
09/07/2022,124,77976956,Cigarrillo,Lucky Strike 20 Común Convertible 20,300,300,1,340,340
09/07/2022,256,77916426,Golosina,"Topline Menta 6,7g",38,38,1,60,60
09/07/2022,228,7.7909E+12,Gaseosa,Sprite  2250ml,263,263,1,350,350
09/07/2022,465,7.79836E+12,Varios,Barbijos 1,75,150,2,100,200
09/07/2022,82,7.79004E+12,Chocolate,Tatín Blanco Triple 1,52,52,1,70,70
09/07/2022,155,7.79464E+12,Farmacia,"Alikal 4,5g",68,68,1,90,90
09/07/2022,454,7.7928E+12,Soda,Soda Eco de los Andes 500ml,65,65,1,100,100
09/07/2022,263,6.21355E+11,Golosina,Caramelos 1,4,80,20,5,100
09/07/2022,61,7.79315E+12,Cerveza,Schneider  473ml,120,120,1,170,170
09/07/2022,186,6.95874E+11,Fotocopia,DNI 1,0,0,1,20,20
09/07/2022,76,7.7928E+12,Cerveza,Corona  710ml,300,300,1,400,400
09/07/2022,59,7.7928E+12,Cerveza,Brahma  473ml,135,135,1,180,180
09/07/2022,236,7.79138E+12,Gaseosa,Cabalgata Lima 3000ml,168,168,1,240,240
09/07/2022,246,7.79138E+12,Gaseosa,Cabalgata Pomelo 3000ml,168,168,1,240,240
09/07/2022,230,7.79138E+12,Gaseosa,Cabalgata Cola 500ml,60,60,1,80,80
09/07/2022,451,7.79818E+12,Soda,Soda Vitalissima 2000ml,113,113,1,150,150
09/07/2022,76,7.7928E+12,Cerveza,Corona  710ml,300,300,1,400,400
09/07/2022,64,7.79315E+12,Cerveza,Heineken  473ml,173,173,1,230,230
09/07/2022,124,77976956,Cigarrillo,Lucky Strike 20 Común Convertible 20,300,300,1,340,340
09/07/2022,71,7.7928E+12,Cerveza,Brahma Retornable 1000ml,240,240,1,340,340
09/07/2022,64,7.79315E+12,Cerveza,Heineken  473ml,173,173,1,230,230
09/07/2022,237,7.79276E+12,Gaseosa,Secco Lima 3000ml,180,180,1,240,240
09/07/2022,114,77941558,Cigarrillo,Master 20 Común 20,105,105,1,160,160
09/07/2022,259,77958631,Golosina,"Menthoplus Cherry 29,4g",49,49,1,70,70
09/07/2022,58,9.54456E+11,Carga,"Carga Virtual (Tipear TOTAL DE CARGA en: ""Monto"") 1",1,150,150,1,170
09/07/2022,166,7.79814E+12,Farmacia,Tafirol Paracetamol 1g 1,22,22,1,40,40
09/07/2022,110,77976994,Cigarrillo,Lucky Strike 10 Convertible 12,180,180,1,230,230
09/07/2022,71,7.7928E+12,Cerveza,Brahma Retornable 1000ml,240,240,1,340,340
09/07/2022,224,7.7909E+12,Gaseosa,Coca Cola 2250ml,250,250,1,350,350
09/07/2022,493,7.79098E+12,Vino,Marquéz del Sur Blend Magnum 1125ml,280,280,1,400,400
09/07/2022,451,7.79818E+12,Soda,Soda Vitalissima 2000ml,113,113,1,150,150
09/07/2022,59,7.7928E+12,Cerveza,Brahma  473ml,135,135,1,180,180
09/07/2022,245,7.79181E+12,Gaseosa,Paso de Los Toros Tónica 1500ml,166,664,4,230,920
09/07/2022,451,7.79818E+12,Soda,Soda Vitalissima 2000ml,113,226,2,150,300
09/07/2022,119,77953513,Cigarrillo,Chesterfield 20 Común 20,250,250,1,290,290
09/07/2022,114,77941558,Cigarrillo,Master 20 Común 20,105,105,1,160,160
09/07/2022,234,7.79138E+12,Gaseosa,Cabalgata Naranja 3000ml,168,168,1,240,240
09/07/2022,207,7.79004E+12,Galletita,Diversión Arcor 390g,188,188,1,250,250
09/07/2022,83,7.79004E+12,Chocolate,Tatín Negro Simple 1,38,38,1,50,50
09/07/2022,255,77919489,Golosina,"Topline Sandía 6,7g",38,38,1,60,60
09/07/2022,15,7.79004E+12,Agua Saborizada,Baggio Fresh Naranja Liviano 200ml,49,49,1,70,70
09/07/2022,76,7.7928E+12,Cerveza,Corona  710ml,300,300,1,400,400
09/07/2022,76,7.7928E+12,Cerveza,Corona  710ml,300,300,1,400,400
09/07/2022,112,77976505,Cigarrillo,Lucky Strike 10 Común 12,180,180,1,230,230
09/07/2022,105,77983343,Cigarrillo,Marlboro 10 Común 10,200,200,1,250,250
09/07/2022,114,77941558,Cigarrillo,Master 20 Común 20,105,105,1,160,160
09/07/2022,191,1.47852E+11,Fotocopia,IMPRESIÓN A4 1,0,0,1,20,20
09/07/2022,228,7.7909E+12,Gaseosa,Sprite  2250ml,263,263,1,350,290
09/07/2022,72,7.7928E+12,Cerveza,Quilmes Bajo Cero Retornable 1000ml,225,225,1,320,320
09/07/2022,58,9.54456E+11,Carga,"Carga Virtual (Tipear TOTAL DE CARGA en: ""Monto"") 1",1,300,300,1,330
09/07/2022,114,77941558,Cigarrillo,Master 20 Común 20,105,105,1,160,160
09/07/2022,106,77916433,Cigarrillo,Marlboro 20 Común 20,325,325,1,370,370
09/07/2022,254,77951113,Golosina,Topline Seven Vibrant Strawberry 14g,78,156,2,80,160
09/07/2022,59,7.7928E+12,Cerveza,Brahma  473ml,135,135,1,180,180
09/07/2022,276,7.7909E+12,Jugo,Ades Manzana 1000ml,165,165,1,220,220
09/07/2022,263,6.21355E+11,Golosina,Caramelos 1,4,48,12,5,60
09/07/2022,58,9.54456E+11,Carga,"Carga Virtual (Tipear TOTAL DE CARGA en: ""Monto"") 1",1,180,180,1,200
09/07/2022,239,7.79276E+12,Gaseosa,Secco Naranja 3000ml,180,180,1,240,240
09/07/2022,264,7.48524E+11,Golosina,Chupetines 1,8,8,1,10,10
09/07/2022,274,7.7909E+12,Jugo,Cepita Durazno 1500ml,200,200,1,250,250
09/07/2022,12,7.79217E+12,Agua Saborizada,Gatorade Frutas Tropicales 500ml,150,150,1,200,200
09/07/2022,468,3.05707E+12,Varios,Liyo Caja 50,60,180,3,100,300
09/07/2022,58,9.54456E+11,Carga,"Carga Virtual (Tipear TOTAL DE CARGA en: ""Monto"") 1",1,400,400,1,440
09/07/2022,23,7.79807E+12,Agua Saborizada,Sierra de Los Padres Manzana 1500ml,98,98,1,140,140
09/07/2022,137,1.00708E+12,Energizante,Monster Mango Loco 473cc,194,194,1,270,270
09/07/2022,58,9.54456E+11,Carga,"Carga Virtual (Tipear TOTAL DE CARGA en: ""Monto"") 1",1,200,200,1,220
09/07/2022,68,7.79315E+12,Cerveza,Amstel  473ml,128,128,1,170,170
09/07/2022,263,6.21355E+11,Golosina,Caramelos 1,4,16,4,5,20
09/07/2022,58,9.54456E+11,Carga,"Carga Virtual (Tipear TOTAL DE CARGA en: ""Monto"") 1",1,1,1,1,1
09/07/2022,58,9.54456E+11,Carga,"Carga Virtual (Tipear TOTAL DE CARGA en: ""Monto"") 1",1,90,90,1,100
09/07/2022,224,7.7909E+12,Gaseosa,Coca Cola 2250ml,250,250,1,350,350
09/07/2022,251,77939753,Golosina,Topline Seven Atomic Strong 14g,78,78,1,80,80
09/07/2022,160,7.79463E+12,Farmacia,Pañal Huggies M 1,38,76,2,50,100
09/07/2022,118,77981813,Cigarrillo,Philip Morris 10 Común 12,180,180,1,240,240
09/07/2022,108,77978141,Cigarrillo,Marlboro Fusión 10 10,190,190,1,250,250
09/07/2022,71,7.7928E+12,Cerveza,Brahma Retornable 1000ml,240,240,1,340,340
09/07/2022,114,77941558,Cigarrillo,Master 20 Común 20,105,105,1,160,160
09/07/2022,260,77958648,Golosina,"Menthoplus Strong 29,4g",46,46,1,70,70
09/07/2022,149,7.79152E+12,Farmacia,Prime Warming  3,285,285,1,380,380
10/07/2022,254,77951113,Golosina,Topline Seven Vibrant Strawberry 14g,78,78,1,80,80
10/07/2022,274,7.7909E+12,Jugo,Cepita Durazno 1500ml,200,200,1,250,250
10/07/2022,77,7.79315E+12,Cerveza,Imperial Golden Retornable 1000ml,260,260,1,360,360
10/07/2022,6,7.79811E+12,Agua,Agua Mineral Natural Villamanaos 2000ml,73,73,1,150,150
10/07/2022,501,7.79024E+12,Vino,Alma Mora Malbec 750ml,336,672,2,550,1100
10/07/2022,224,7.7909E+12,Gaseosa,Coca Cola 2250ml,250,250,1,350,350
10/07/2022,122,77940735,Cigarrillo,Philip Morris 20 Convertible 20,320,320,1,370,370
10/07/2022,256,77916426,Golosina,"Topline Menta 6,7g",38,114,3,60,180
10/07/2022,378,7.79071E+12,Mercadito,Yerba Mate CBC 500g,258,258,1,350,350
10/07/2022,58,9.54456E+11,Carga,"Carga Virtual (Tipear TOTAL DE CARGA en: ""Monto"") 1",1,300,300,1,330
10/07/2022,259,77958631,Golosina,"Menthoplus Cherry 29,4g",49,49,1,70,70
10/07/2022,310,6.95307E+12,Librería,Marcador Permanente negro 1,150,150,1,200,200
10/07/2022,117,77912879,Cigarrillo,Philip Morris 20 Común 20,300,300,1,340,340
10/07/2022,296,7.79391E+12,Lácteos,Yogurt Entero Vasito Frutilla Tregar 125g,60,120,2,80,160
10/07/2022,138,1.00708E+12,Energizante,Monster Water Melon 473cc,194,194,1,270,270
10/07/2022,228,7.7909E+12,Gaseosa,Sprite  2250ml,263,263,1,350,350
10/07/2022,479,HIELOGRANDE,Varios,Hielo Botella Grande 1,0,0,1,50,50
10/07/2022,223,7.7909E+12,Gaseosa,Coca Cola Retornable 1500ml,173,173,1,230,230
10/07/2022,438,7.79031E+12,Snack,3D 151g,300,300,1,400,400
10/07/2022,378,7.79071E+12,Mercadito,Yerba Mate CBC 500g,258,258,1,350,350
10/07/2022,253,77948496,Golosina,Topline Seven Violet Cherry 14g,78,78,1,80,80
10/07/2022,84,7.79004E+12,Chocolate,Tatín Negro Triple 1,52,104,2,70,140
10/07/2022,136,70847032861,Energizante,Monster Energy Ultra 473cc,194,194,1,270,270
10/07/2022,228,7.7909E+12,Gaseosa,Sprite  2250ml,263,263,1,350,350
10/07/2022,100,BOCADITOSBELCHOCO,Chocolate,Bombón Bel Choco 9g,15,75,5,20,100
10/07/2022,58,9.54456E+11,Carga,"Carga Virtual (Tipear TOTAL DE CARGA en: ""Monto"") 1",1,200,200,1,220
10/07/2022,58,9.54456E+11,Carga,"Carga Virtual (Tipear TOTAL DE CARGA en: ""Monto"") 1",1,500,500,1,550
10/07/2022,277,7.7909E+12,Jugo,Ades Frutas Tropicales 1000ml,188,188,1,250,250
10/07/2022,82,7.79004E+12,Chocolate,Tatín Blanco Triple 1,52,104,2,70,140
10/07/2022,3,AGUACALIENTE,Agua,Agua caliente 1,0,0,1,50,50
10/07/2022,3,AGUACALIENTE,Agua,Agua caliente 1,0,0,1,50,50
10/07/2022,121,5.80059E+11,Cigarrillo,Suelto Barato 1,11,99,9,15,135
10/07/2022,191,1.47852E+11,Fotocopia,IMPRESIÓN A4 1,0,0,5,20,100
10/07/2022,58,9.54456E+11,Carga,"Carga Virtual (Tipear TOTAL DE CARGA en: ""Monto"") 1",1,300,300,1,330
10/07/2022,114,77941558,Cigarrillo,Master 20 Común 20,105,105,1,160,160
10/07/2022,83,7.79004E+12,Chocolate,Tatín Negro Simple 1,38,38,1,50,50
10/07/2022,223,7.7909E+12,Gaseosa,Coca Cola Retornable 1500ml,173,173,1,230,230
10/07/2022,191,1.47852E+11,Fotocopia,IMPRESIÓN A4 1,0,0,2,20,40
10/07/2022,188,3.51625E+11,Fotocopia,SIMPLE FAZ A4 1,0,0,1,10,10
10/07/2022,186,6.95874E+11,Fotocopia,DNI 1,0,0,1,20,20
10/07/2022,224,7.7909E+12,Gaseosa,Coca Cola 2250ml,250,250,1,350,350
10/07/2022,117,77912879,Cigarrillo,Philip Morris 20 Común 20,300,900,3,340,1020
10/07/2022,236,7.79138E+12,Gaseosa,Cabalgata Lima 3000ml,168,168,1,240,240
10/07/2022,228,7.7909E+12,Gaseosa,Sprite  2250ml,263,263,1,350,350
10/07/2022,117,77912879,Cigarrillo,Philip Morris 20 Común 20,300,300,1,340,340
10/07/2022,224,7.7909E+12,Gaseosa,Coca Cola 2250ml,250,250,1,350,350
11/07/2022,225,7.7909E+12,Gaseosa,Fanta 2250ml,263,263,1,350,350
11/07/2022,15,7.79004E+12,Agua Saborizada,Baggio Fresh Naranja Liviano 200ml,49,98,2,70,140
11/07/2022,83,7.79004E+12,Chocolate,Tatín Negro Simple 1,38,76,2,50,100
11/07/2022,187,1.53426E+11,Fotocopia,SIMPLE FAZ LEGAL / DOBLE FAZ A4 1,0,0,4,20,80
11/07/2022,188,3.51625E+11,Fotocopia,SIMPLE FAZ A4 1,0,0,5,10,50
11/07/2022,186,6.95874E+11,Fotocopia,DNI 1,0,0,1,20,20
11/07/2022,188,3.51625E+11,Fotocopia,SIMPLE FAZ A4 1,0,0,1,10,10
11/07/2022,58,9.54456E+11,Carga,"Carga Virtual (Tipear TOTAL DE CARGA en: ""Monto"") 1",1,400,400,1,440
11/07/2022,273,7.7909E+12,Jugo,Cepita Naranja 1500ml,200,200,1,250,250
11/07/2022,186,6.95874E+11,Fotocopia,DNI 1,0,0,1,20,20
11/07/2022,191,1.47852E+11,Fotocopia,IMPRESIÓN A4 1,0,0,1,20,20
11/07/2022,189,1.23655E+11,Fotocopia,DOBLE FAZ LEGAL 1,0,0,4,30,120
11/07/2022,109,77947550,Cigarrillo,Marlboro Fusión 20 20,325,325,1,370,370
11/07/2022,58,9.54456E+11,Carga,"Carga Virtual (Tipear TOTAL DE CARGA en: ""Monto"") 1",1,1000,1000,1,1100
11/07/2022,224,7.7909E+12,Gaseosa,Coca Cola 2250ml,250,250,1,350,350
11/07/2022,261,77958624,Golosina,"Menthoplus Mentol 29,4g",49,98,2,70,140
11/07/2022,110,77976994,Cigarrillo,Lucky Strike 10 Convertible 12,180,180,1,230,230
11/07/2022,191,1.47852E+11,Fotocopia,IMPRESIÓN A4 1,0,0,1,20,20
11/07/2022,66,7.79315E+12,Cerveza,Miller  473ml,165,165,1,220,220
11/07/2022,206,7.79004E+12,Galletita,Surtido Bagley 390g,195,195,1,260,260
11/07/2022,188,3.51625E+11,Fotocopia,SIMPLE FAZ A4 1,0,0,4,10,40
11/07/2022,186,6.95874E+11,Fotocopia,DNI 1,0,0,1,20,20
11/07/2022,187,1.53426E+11,Fotocopia,SIMPLE FAZ LEGAL / DOBLE FAZ A4 1,0,0,2,20,40
11/07/2022,153,7.79152E+12,Farmacia,Prime Super Fino 3,285,570,2,380,760
11/07/2022,252,77931764,Golosina,Topline Seven X-plosive Mint 14g,78,78,1,80,80
11/07/2022,273,7.7909E+12,Jugo,Cepita Naranja 1500ml,200,200,1,250,250
11/07/2022,191,1.47852E+11,Fotocopia,IMPRESIÓN A4 1,0,0,1,20,20
11/07/2022,110,77976994,Cigarrillo,Lucky Strike 10 Convertible 12,180,180,1,230,230
11/07/2022,25,7.79004E+12,Agua Saborizada,Baggio Fresh Naranja 1500ml,100,100,1,140,140
11/07/2022,93,7.79058E+12,Chocolate,Rocklets  20g,68,68,1,90,90
11/07/2022,189,1.23655E+11,Fotocopia,DOBLE FAZ LEGAL 1,0,0,1,30,30
11/07/2022,121,5.80059E+11,Cigarrillo,Suelto Barato 1,11,11,1,15,15
11/07/2022,84,7.79004E+12,Chocolate,Tatín Negro Triple 1,52,260,5,70,350
11/07/2022,190,9.87456E+11,Fotocopia,TRÁMITES (Tipear nombre del trámite) 1,0,0,1,350,350
11/07/2022,191,1.47852E+11,Fotocopia,IMPRESIÓN A4 1,0,0,3,20,60
11/07/2022,58,9.54456E+11,Carga,"Carga Virtual (Tipear TOTAL DE CARGA en: ""Monto"") 1",1,200,200,1,220
11/07/2022,237,7.79276E+12,Gaseosa,Secco Lima 3000ml,180,180,1,240,240
11/07/2022,191,1.47852E+11,Fotocopia,IMPRESIÓN A4 1,0,0,11,20,220
11/07/2022,106,77916433,Cigarrillo,Marlboro 20 Común 20,325,325,1,370,370
11/07/2022,189,1.23655E+11,Fotocopia,DOBLE FAZ LEGAL 1,0,0,2,30,60
11/07/2022,186,6.95874E+11,Fotocopia,DNI 1,0,0,1,20,20
11/07/2022,62,7.89605E+12,Cerveza,Schin  473ml,120,120,1,150,150
