Fecha,Product_ID,Código,Categoría,Producto,Precio Costo,Total COGS,Cantidad,Precio Unitario,Monto
25/06/2022,58,9.54456E+11,Carga,"Carga Virtual (Tipear TOTAL DE CARGA en: ""Monto"") 1",1,400,400,1,440
25/06/2022,41,7.79811E+12,Aperitivo,Fernandito 1000ml,113,113,1,150,150
25/06/2022,108,77978141,Cigarrillo,Marlboro Fusión 10 10,190,190,1,250,250
25/06/2022,317,REPUESTODIBUJOBLANCO5,Librería,Repuesto Dibujo N°5 El Nene 1,23,184,8,30,240
25/06/2022,191,1.47852E+11,Fotocopia,IMPRESIÓN A4 1,0,0,8,20,160
25/06/2022,192,9.63259E+11,Fotocopia,IMPRESIÓN LEGAL  1,0,0,1,30,30
25/06/2022,187,1.53426E+11,Fotocopia,SIMPLE FAZ LEGAL / DOBLE FAZ A4 1,0,0,22,20,440
25/06/2022,311,7.79689E+12,Librería,Folio Oficio 1,23,23,1,30,30
25/06/2022,109,77947550,Cigarrillo,Marlboro Fusión 20 20,325,325,1,370,370
25/06/2022,451,7.79818E+12,Soda,Soda Vitalissima 2000ml,113,113,1,150,150
25/06/2022,355,7.79271E+12,Mercadito,Yerba Amanda Tradicional 250g,180,180,1,240,240
25/06/2022,60,7.7928E+12,Cerveza,Quilmes Clásica  473ml,125,125,1,170,170
25/06/2022,224,7.7909E+12,Gaseosa,Coca Cola 2250ml,250,250,1,350,350
25/06/2022,200,7.79179E+12,Galletita,Trío Pepas 200g,98,98,1,130,130
25/06/2022,228,7.7909E+12,Gaseosa,Sprite  2250ml,263,263,1,350,350
25/06/2022,228,7.7909E+12,Gaseosa,Sprite  2250ml,263,263,1,350,350
25/06/2022,114,77941558,Cigarrillo,Master 20 Común 20,105,105,1,160,160
25/06/2022,255,77919489,Golosina,"Topline Sandía 6,7g",38,38,1,60,60
25/06/2022,267,7.79461E+12,Golosina,Caramelos Alka ,2,8,4,2.5,10
26/06/2022,191,1.47852E+11,Fotocopia,IMPRESIÓN A4 1,0,0,3,20,60
26/06/2022,274,7.7909E+12,Jugo,Cepita Durazno 1500ml,200,200,1,250,250
26/06/2022,15,7.79004E+12,Agua Saborizada,Baggio Fresh Naranja Liviano 200ml,49,49,1,70,70
26/06/2022,81,7.79004E+12,Chocolate,Tatín Blanco Simple 1,38,38,1,50,50
26/06/2022,247,77940131,Golosina,Turrón Maní Arcor 25g,30,30,1,40,40
26/06/2022,58,9.54456E+11,Carga,"Carga Virtual (Tipear TOTAL DE CARGA en: ""Monto"") 1",1,100,100,1,110
26/06/2022,59,7.7928E+12,Cerveza,Brahma  473ml,135,135,1,180,180
26/06/2022,58,9.54456E+11,Carga,"Carga Virtual (Tipear TOTAL DE CARGA en: ""Monto"") 1",1,100,100,1,110
26/06/2022,119,77953513,Cigarrillo,Chesterfield 20 Común 20,250,250,1,290,290
26/06/2022,59,7.7928E+12,Cerveza,Brahma  473ml,135,135,1,180,180
26/06/2022,188,3.51625E+11,Fotocopia,SIMPLE FAZ A4 1,0,0,14,10,140
26/06/2022,24,7.79004E+12,Agua Saborizada,Baggio Fresh Manzana Liviano 200ml,49,49,1,70,70
26/06/2022,435,7.79813E+12,Snack,Tostex Barbacoa 125g,113,113,1,150,150
26/06/2022,105,77983343,Cigarrillo,Marlboro 10 Común 10,200,200,1,250,250
26/06/2022,243,7.79138E+12,Gaseosa,Cabalgata Guaraná 3000ml,168,168,1,240,240
26/06/2022,58,9.54456E+11,Carga,"Carga Virtual (Tipear TOTAL DE CARGA en: ""Monto"") 1",1,450,450,1,495
26/06/2022,14,7.79004E+12,Agua Saborizada,Baggio Fresh Pomelo 1500ml,100,100,1,140,140
26/06/2022,58,9.54456E+11,Carga,"Carga Virtual (Tipear TOTAL DE CARGA en: ""Monto"") 1",1,200,200,1,220
26/06/2022,164,7.79084E+12,Farmacia,Ibu 400 ISA 1,23,23,1,30,30
26/06/2022,61,7.79315E+12,Cerveza,Schneider  473ml,120,120,1,170,170
26/06/2022,265,77958655,Golosina,"Menthoplus Miel 29,4g",53,53,1,70,70
26/06/2022,18,7.79806E+12,Agua Saborizada,Levité Pomelo 2250ml,175,175,1,250,250
26/06/2022,450,7.79365E+12,Soda,Soda Torasso 2000ml,113,113,1,150,150
26/06/2022,224,7.7909E+12,Gaseosa,Coca Cola 2250ml,250,250,1,350,350
26/06/2022,267,7.79461E+12,Golosina,Caramelos Alka ,2,8,4,2.5,10
26/06/2022,442,7.9302E+11,Snack,Tutuca 80 grs 1,59,59,1,70,70
26/06/2022,288,7.79106E+12,Lácteos,Leche Entera Manfrey 1000ml,135,135,1,180,180
26/06/2022,112,77976505,Cigarrillo,Lucky Strike 10 Común 12,180,180,1,230,230
26/06/2022,263,6.21355E+11,Golosina,Caramelos 1,4,80,20,5,100
26/06/2022,460,77917188,Varios,La Gotita 1,180,180,1,240,240
26/06/2022,3,AGUACALIENTE,Agua,Agua caliente 1,0,0,1,50,50
26/06/2022,97,7.79038E+12,Chocolate,Alteza Chocolate Taza 90g,128,256,2,170,340
26/06/2022,191,1.47852E+11,Fotocopia,IMPRESIÓN A4 1,0,0,1,20,20
26/06/2022,62,7.89605E+12,Cerveza,Schin  473ml,120,120,1,150,150
26/06/2022,263,6.21355E+11,Golosina,Caramelos 1,4,16,4,5,20
26/06/2022,117,77912879,Cigarrillo,Philip Morris 20 Común 20,300,300,1,340,340
26/06/2022,106,77916433,Cigarrillo,Marlboro 20 Común 20,325,325,1,370,370
26/06/2022,76,7.7928E+12,Cerveza,Corona  710ml,300,300,1,400,400
26/06/2022,263,6.21355E+11,Golosina,Caramelos 1,4,8,2,5,10
26/06/2022,235,7.79138E+12,Gaseosa,Cabalgata Cola 3000ml,168,168,1,240,240
26/06/2022,233,7.79181E+12,Gaseosa,7up Lata 354ml,90,90,1,120,120
26/06/2022,170,BUSCAPINA,Farmacia,Buscapina Compositum 1,30,120,4,40,160
26/06/2022,468,3.05707E+12,Varios,Liyo Caja 50,60,120,2,100,200
26/06/2022,495,7.79031E+12,Vino,Estancia Mendoza Cabernet Malbec 1125ml,405,405,1,550,550
26/06/2022,451,7.79818E+12,Soda,Soda Vitalissima 2000ml,113,113,1,150,150
26/06/2022,493,7.79098E+12,Vino,Marquéz del Sur Blend Magnum 1125ml,280,280,1,400,400
26/06/2022,224,7.7909E+12,Gaseosa,Coca Cola 2250ml,250,250,1,350,350
26/06/2022,288,7.79106E+12,Lácteos,Leche Entera Manfrey 1000ml,135,135,1,180,180
26/06/2022,73,7.7928E+12,Cerveza,Stella Artois Retornable 1000ml,300,300,1,400,400
26/06/2022,58,9.54456E+11,Carga,"Carga Virtual (Tipear TOTAL DE CARGA en: ""Monto"") 1",1,200,200,1,220
26/06/2022,121,5.80059E+11,Cigarrillo,Suelto Barato 1,11,11,1,15,15
26/06/2022,276,7.7909E+12,Jugo,Ades Manzana 1000ml,165,165,1,220,220
26/06/2022,114,77941558,Cigarrillo,Master 20 Común 20,105,105,1,160,160
26/06/2022,121,5.80059E+11,Cigarrillo,Suelto Barato 1,11,110,10,15,150
27/06/2022,188,3.51625E+11,Fotocopia,SIMPLE FAZ A4 1,0,0,7,10,70
27/06/2022,114,77941558,Cigarrillo,Master 20 Común 20,105,105,1,160,160
27/06/2022,109,77947550,Cigarrillo,Marlboro Fusión 20 20,325,325,1,370,370
27/06/2022,191,1.47852E+11,Fotocopia,IMPRESIÓN A4 1,0,0,2,20,40
27/06/2022,112,77976505,Cigarrillo,Lucky Strike 10 Común 12,180,180,1,230,230
27/06/2022,322,7.79657E+12,Librería,Mapa del Chaco N 3 Político 1,15,15,1,20,20
27/06/2022,92,77912718,Chocolate,Sapito Maní 10g,23,23,1,30,30
27/06/2022,91,7.79058E+12,Chocolate,Arcor Milk Sorpresa 264g,135,135,1,180,180
27/06/2022,119,77953513,Cigarrillo,Chesterfield 20 Común 20,250,250,1,290,290
27/06/2022,1,7.79816E+12,Agua,Aguas de Las Misiones 500ml,56,56,1,80,80
27/06/2022,287,7.79391E+12,Lácteos,Chocolatada Tregar 200ml,90,90,1,120,120
27/06/2022,351,7.79218E+12,Mercadito,Harina 000 Cañuelas Ultra Refinada 1000g,98,98,1,130,130
27/06/2022,160,7.79463E+12,Farmacia,Pañal Huggies M 1,38,38,1,50,50
27/06/2022,100,BOCADITOSBELCHOCO,Chocolate,Bombón Bel Choco 9g,15,30,2,20,40
27/06/2022,475,1.61252E+11,Varios,PILAS TRIPLE A 1,70,140,2,150,300
27/06/2022,120,4.60589E+11,Cigarrillo,Suelto Nacional 1,15,75,5,30,150
27/06/2022,76,7.7928E+12,Cerveza,Corona  710ml,300,300,1,400,400
27/06/2022,191,1.47852E+11,Fotocopia,IMPRESIÓN A4 1,0,0,1,20,20
27/06/2022,188,3.51625E+11,Fotocopia,SIMPLE FAZ A4 1,0,0,1,10,10
27/06/2022,60,7.7928E+12,Cerveza,Quilmes Clásica  473ml,125,125,1,170,170
27/06/2022,76,7.7928E+12,Cerveza,Corona  710ml,300,300,1,400,400
27/06/2022,120,4.60589E+11,Cigarrillo,Suelto Nacional 1,15,15,1,30,30
27/06/2022,121,5.80059E+11,Cigarrillo,Suelto Barato 1,11,44,4,15,60
27/06/2022,58,9.54456E+11,Carga,"Carga Virtual (Tipear TOTAL DE CARGA en: ""Monto"") 1",1,400,400,1,440
27/06/2022,190,9.87456E+11,Fotocopia,TRÁMITES (Tipear nombre del trámite) 1,0,0,2,350,700
27/06/2022,115,77969675,Cigarrillo,Liverpool 20 Box 20,108,108,1,160,160
27/06/2022,1,7.79816E+12,Agua,Aguas de Las Misiones 500ml,56,56,1,80,80
27/06/2022,58,9.54456E+11,Carga,"Carga Virtual (Tipear TOTAL DE CARGA en: ""Monto"") 1",1,300,300,1,330
27/06/2022,110,77976994,Cigarrillo,Lucky Strike 10 Convertible 12,180,180,1,230,230
27/06/2022,114,77941558,Cigarrillo,Master 20 Común 20,105,105,1,160,160
27/06/2022,227,7.7909E+12,Gaseosa,Sprite Retornable 2000ml,173,173,1,230,230
27/06/2022,82,7.79004E+12,Chocolate,Tatín Blanco Triple 1,52,104,2,70,140
27/06/2022,84,7.79004E+12,Chocolate,Tatín Negro Triple 1,52,52,1,70,70
27/06/2022,367,7.79025E+12,Mercadito,Papel Higiénico Higienol  50m,60,60,1,80,80
27/06/2022,60,7.7928E+12,Cerveza,Quilmes Clásica  473ml,125,125,1,170,170
27/06/2022,131,7.79239E+12,Embutidos,Salchichas Don Otto 190g,83,166,2,110,220
27/06/2022,191,1.47852E+11,Fotocopia,IMPRESIÓN A4 1,0,0,1,20,20
27/06/2022,187,1.53426E+11,Fotocopia,SIMPLE FAZ LEGAL / DOBLE FAZ A4 1,0,0,2,20,40
27/06/2022,225,7.7909E+12,Gaseosa,Fanta 2250ml,263,263,1,350,350
27/06/2022,59,7.7928E+12,Cerveza,Brahma  473ml,135,135,1,180,180
28/06/2022,287,7.79391E+12,Lácteos,Chocolatada Tregar 200ml,90,90,1,120,120
28/06/2022,206,7.79004E+12,Galletita,Surtido Bagley 390g,195,195,1,260,260
28/06/2022,188,3.51625E+11,Fotocopia,SIMPLE FAZ A4 1,0,0,2,10,20
28/06/2022,187,1.53426E+11,Fotocopia,SIMPLE FAZ LEGAL / DOBLE FAZ A4 1,0,0,1,20,20
28/06/2022,367,7.79025E+12,Mercadito,Papel Higiénico Higienol  50m,60,60,1,80,80
28/06/2022,114,77941558,Cigarrillo,Master 20 Común 20,105,105,1,160,160
28/06/2022,263,6.21355E+11,Golosina,Caramelos 1,4,48,12,5,60
28/06/2022,58,9.54456E+11,Carga,"Carga Virtual (Tipear TOTAL DE CARGA en: ""Monto"") 1",1,200,200,1,220
28/06/2022,58,9.54456E+11,Carga,"Carga Virtual (Tipear TOTAL DE CARGA en: ""Monto"") 1",1,300,300,1,330
28/06/2022,467,30042452,Varios,Liyo X2 2,1,4,4,2.5,10
28/06/2022,58,9.54456E+11,Carga,"Carga Virtual (Tipear TOTAL DE CARGA en: ""Monto"") 1",1,180,180,1,200
28/06/2022,190,9.87456E+11,Fotocopia,TRÁMITES (Tipear nombre del trámite) 1,0,0,1,50,50
28/06/2022,186,6.95874E+11,Fotocopia,DNI 1,0,0,1,20,20
28/06/2022,58,9.54456E+11,Carga,"Carga Virtual (Tipear TOTAL DE CARGA en: ""Monto"") 1",1,200,200,1,220
28/06/2022,110,77976994,Cigarrillo,Lucky Strike 10 Convertible 12,180,180,1,230,230
28/06/2022,191,1.47852E+11,Fotocopia,IMPRESIÓN A4 1,0,0,2,20,40
28/06/2022,190,9.87456E+11,Fotocopia,TRÁMITES (Tipear nombre del trámite) 1,0,0,1,350,350
28/06/2022,225,7.7909E+12,Gaseosa,Fanta 2250ml,263,263,1,350,350
28/06/2022,160,7.79463E+12,Farmacia,Pañal Huggies M 1,38,38,1,50,50
28/06/2022,59,7.7928E+12,Cerveza,Brahma  473ml,135,135,1,180,180
29/06/2022,191,1.47852E+11,Fotocopia,IMPRESIÓN A4 1,0,0,1,20,20
29/06/2022,119,77953513,Cigarrillo,Chesterfield 20 Común 20,250,250,1,290,290
29/06/2022,160,7.79463E+12,Farmacia,Pañal Huggies M 1,38,76,2,50,100
29/06/2022,119,77953513,Cigarrillo,Chesterfield 20 Común 20,250,250,1,290,290
29/06/2022,191,1.47852E+11,Fotocopia,IMPRESIÓN A4 1,0,0,1,20,20
29/06/2022,263,6.21355E+11,Golosina,Caramelos 1,4,8,2,5,10
29/06/2022,259,77958631,Golosina,"Menthoplus Cherry 29,4g",49,49,1,70,70
29/06/2022,108,77978141,Cigarrillo,Marlboro Fusión 10 10,190,190,1,250,250
29/06/2022,195,7.79004E+12,Galletita,Mediatarde 105g,45,45,1,60,60
29/06/2022,280,7.79004E+12,Jugo,Baggio Pronto Durazno 1000ml,163,163,1,230,230
29/06/2022,191,1.47852E+11,Fotocopia,IMPRESIÓN A4 1,0,0,1,20,20
29/06/2022,236,7.79138E+12,Gaseosa,Cabalgata Lima 3000ml,168,168,1,240,240
29/06/2022,61,7.79315E+12,Cerveza,Schneider  473ml,120,120,1,170,170
29/06/2022,159,70330717565,Farmacia,Máquina de afeitar Bic Comfort 3 Advance 1,150,150,1,200,200
29/06/2022,188,3.51625E+11,Fotocopia,SIMPLE FAZ A4 1,0,0,1,10,10
29/06/2022,110,77976994,Cigarrillo,Lucky Strike 10 Convertible 12,180,180,1,230,230
29/06/2022,259,77958631,Golosina,"Menthoplus Cherry 29,4g",49,49,1,70,70
29/06/2022,164,7.79084E+12,Farmacia,Ibu 400 ISA 1,23,46,2,30,60
29/06/2022,443,2.63376E+11,Snack,Tutuca 100 grs 1,70,70,1,100,100
29/06/2022,264,7.48524E+11,Golosina,Chupetines 1,8,16,2,10,20
29/06/2022,222,7.7909E+12,Gaseosa,Coca Cola 500ml,105,105,1,140,140
29/06/2022,85,7.79004E+12,Chocolate,"Bagley Negro Triple 3,0 1",98,98,1,130,130
29/06/2022,24,7.79004E+12,Agua Saborizada,Baggio Fresh Manzana Liviano 200ml,49,49,1,70,70
29/06/2022,191,1.47852E+11,Fotocopia,IMPRESIÓN A4 1,0,0,5,20,100
29/06/2022,58,9.54456E+11,Carga,"Carga Virtual (Tipear TOTAL DE CARGA en: ""Monto"") 1",1,100,100,1,110
29/06/2022,105,77983343,Cigarrillo,Marlboro 10 Común 10,200,200,1,250,250
29/06/2022,110,77976994,Cigarrillo,Lucky Strike 10 Convertible 12,180,180,1,230,230
29/06/2022,239,7.79276E+12,Gaseosa,Secco Naranja 3000ml,180,180,1,240,240
29/06/2022,456,6.902E+12,Varios,Encendedor Candela 1,45,45,1,60,60
29/06/2022,252,77931764,Golosina,Topline Seven X-plosive Mint 14g,78,78,1,80,80
29/06/2022,87,7.79004E+12,Chocolate,Tofi Negro Triple 1,98,98,1,140,140
29/06/2022,354,7.79747E+12,Mercadito,Yerba Marolio Tradicional 500g,195,195,1,260,260
29/06/2022,374,7.79015E+12,Mercadito,Café La Virginia 5g,23,23,1,30,30
29/06/2022,349,7.79747E+12,Mercadito,Azúcar Marolio 1000g,203,203,1,270,270
29/06/2022,187,1.53426E+11,Fotocopia,SIMPLE FAZ LEGAL / DOBLE FAZ A4 1,0,0,3,20,60
29/06/2022,89,77917805,Chocolate,Las Colonias Blanco Triple 1,44,88,2,70,140
29/06/2022,132,1.00708E+12,Energizante,Monster Negro 473ml,203,406,2,270,540
29/06/2022,82,7.79004E+12,Chocolate,Tatín Blanco Triple 1,52,52,1,70,70
29/06/2022,264,7.48524E+11,Golosina,Chupetines 1,8,16,2,10,20
29/06/2022,58,9.54456E+11,Carga,"Carga Virtual (Tipear TOTAL DE CARGA en: ""Monto"") 1",1,80,80,1,90
29/06/2022,261,77958624,Golosina,"Menthoplus Mentol 29,4g",49,49,1,70,70
29/06/2022,186,6.95874E+11,Fotocopia,DNI 1,0,0,1,20,20
29/06/2022,111,77977038,Cigarrillo,Lucky Strike 20 Convertible Box 20,320,320,1,370,370
29/06/2022,473,4.42458E+11,Varios,BOMBILLA MATE RUBÍ CORTA 1,210,210,1,300,300
29/06/2022,111,77977038,Cigarrillo,Lucky Strike 20 Convertible Box 20,320,320,1,370,370
29/06/2022,187,1.53426E+11,Fotocopia,SIMPLE FAZ LEGAL / DOBLE FAZ A4 1,0,0,1,20,20
29/06/2022,186,6.95874E+11,Fotocopia,DNI 1,0,0,1,20,20
29/06/2022,188,3.51625E+11,Fotocopia,SIMPLE FAZ A4 1,0,0,1,10,10
29/06/2022,117,77912879,Cigarrillo,Philip Morris 20 Común 20,300,300,1,340,340
29/06/2022,456,6.902E+12,Varios,Encendedor Candela 1,45,45,1,60,60
29/06/2022,121,5.80059E+11,Cigarrillo,Suelto Barato 1,11,55,5,15,75
29/06/2022,228,7.7909E+12,Gaseosa,Sprite  2250ml,263,263,1,350,350
29/06/2022,62,7.89605E+12,Cerveza,Schin  473ml,120,120,1,150,150
29/06/2022,58,9.54456E+11,Carga,"Carga Virtual (Tipear TOTAL DE CARGA en: ""Monto"") 1",1,150,150,1,170
29/06/2022,61,7.79315E+12,Cerveza,Schneider  473ml,120,240,2,170,340
29/06/2022,451,7.79818E+12,Soda,Soda Vitalissima 2000ml,113,113,1,150,150
30/06/2022,265,77958655,Golosina,"Menthoplus Miel 29,4g",53,53,1,70,70
30/06/2022,191,1.47852E+11,Fotocopia,IMPRESIÓN A4 1,0,0,3,20,60
30/06/2022,190,9.87456E+11,Fotocopia,TRÁMITES (Tipear nombre del trámite) 1,0,0,1,350,350
30/06/2022,260,77958648,Golosina,"Menthoplus Strong 29,4g",46,46,1,70,70
30/06/2022,58,9.54456E+11,Carga,"Carga Virtual (Tipear TOTAL DE CARGA en: ""Monto"") 1",1,300,300,1,330
30/06/2022,114,77941558,Cigarrillo,Master 20 Común 20,105,105,1,160,160
30/06/2022,191,1.47852E+11,Fotocopia,IMPRESIÓN A4 1,0,0,3,20,60
30/06/2022,58,9.54456E+11,Carga,"Carga Virtual (Tipear TOTAL DE CARGA en: ""Monto"") 1",1,300,300,1,330
30/06/2022,191,1.47852E+11,Fotocopia,IMPRESIÓN A4 1,0,0,3,20,60
30/06/2022,465,7.79836E+12,Varios,Barbijos 1,75,75,1,100,100
30/06/2022,477,PORTATARJETA,Varios,PORTA TARJETA BUS 1,38,76,2,50,100
30/06/2022,191,1.47852E+11,Fotocopia,IMPRESIÓN A4 1,0,0,3,20,60
30/06/2022,188,3.51625E+11,Fotocopia,SIMPLE FAZ A4 1,0,0,5,10,50
30/06/2022,109,77947550,Cigarrillo,Marlboro Fusión 20 20,325,325,1,370,370
30/06/2022,502,7.798E+12,Vino,Hormiga Negra Malbec 750ml,210,210,1,350,350
30/06/2022,451,7.79818E+12,Soda,Soda Vitalissima 2000ml,113,113,1,150,150
30/06/2022,159,70330717565,Farmacia,Máquina de afeitar Bic Comfort 3 Advance 1,150,150,1,200,200
30/06/2022,191,1.47852E+11,Fotocopia,IMPRESIÓN A4 1,0,0,1,20,20
30/06/2022,188,3.51625E+11,Fotocopia,SIMPLE FAZ A4 1,0,0,1,10,10
30/06/2022,213,7.79004E+12,Galletita,Maná Clasica  Chocolate 145g,113,113,1,150,150
30/06/2022,88,77917812,Chocolate,Las Colonias Negro Triple 1,44,88,2,70,140
30/06/2022,89,77917805,Chocolate,Las Colonias Blanco Triple 1,44,88,2,70,140
30/06/2022,121,5.80059E+11,Cigarrillo,Suelto Barato 1,11,33,3,15,45
30/06/2022,121,5.80059E+11,Cigarrillo,Suelto Barato 1,11,22,2,15,30
30/06/2022,14,7.79004E+12,Agua Saborizada,Baggio Fresh Pomelo 1500ml,100,100,1,140,140
30/06/2022,478,HIELOCHICO,Varios,Hielo Botella Chica 1,0,0,1,30,30
30/06/2022,186,6.95874E+11,Fotocopia,DNI 1,0,0,2,20,40
30/06/2022,187,1.53426E+11,Fotocopia,SIMPLE FAZ LEGAL / DOBLE FAZ A4 1,0,0,3,20,60
30/06/2022,187,1.53426E+11,Fotocopia,SIMPLE FAZ LEGAL / DOBLE FAZ A4 1,0,0,1,20,20
30/06/2022,191,1.47852E+11,Fotocopia,IMPRESIÓN A4 1,0,0,1,20,20
30/06/2022,188,3.51625E+11,Fotocopia,SIMPLE FAZ A4 1,0,0,1,10,10
30/06/2022,260,77958648,Golosina,"Menthoplus Strong 29,4g",46,92,2,70,140
30/06/2022,118,77981813,Cigarrillo,Philip Morris 10 Común 12,180,180,1,240,240
30/06/2022,166,7.79814E+12,Farmacia,Tafirol Paracetamol 1g 1,22,22,1,40,40
30/06/2022,267,7.79461E+12,Golosina,Caramelos Alka ,2,6,3,2.5,7.5
30/06/2022,186,6.95874E+11,Fotocopia,DNI 1,0,0,4,20,80
30/06/2022,187,1.53426E+11,Fotocopia,SIMPLE FAZ LEGAL / DOBLE FAZ A4 1,0,0,2,20,40
30/06/2022,186,6.95874E+11,Fotocopia,DNI 1,0,0,4,20,80
30/06/2022,188,3.51625E+11,Fotocopia,SIMPLE FAZ A4 1,0,0,2,10,20
30/06/2022,226,7.7909E+12,Gaseosa,Fanta Retornable 2000ml,173,173,1,230,230
30/06/2022,374,7.79015E+12,Mercadito,Café La Virginia 5g,23,69,3,30,90
30/06/2022,267,7.79461E+12,Golosina,Caramelos Alka ,2,4,2,2.5,5
30/06/2022,58,9.54456E+11,Carga,"Carga Virtual (Tipear TOTAL DE CARGA en: ""Monto"") 1",1,600,600,1,660
30/06/2022,186,6.95874E+11,Fotocopia,DNI 1,0,0,1,20,20
30/06/2022,188,3.51625E+11,Fotocopia,SIMPLE FAZ A4 1,0,0,1,10,10
30/06/2022,231,7.79138E+12,Gaseosa,Cabalgata Naranja 500ml,60,60,1,80,80
30/06/2022,456,6.902E+12,Varios,Encendedor Candela 1,45,45,1,60,60
30/06/2022,117,77912879,Cigarrillo,Philip Morris 20 Común 20,300,300,1,340,340
30/06/2022,119,77953513,Cigarrillo,Chesterfield 20 Común 20,250,250,1,290,290
30/06/2022,120,4.60589E+11,Cigarrillo,Suelto Nacional 1,15,45,3,30,90
30/06/2022,121,5.80059E+11,Cigarrillo,Suelto Barato 1,11,22,2,15,30
30/06/2022,114,77941558,Cigarrillo,Master 20 Común 20,105,105,1,160,160
30/06/2022,59,7.7928E+12,Cerveza,Brahma  473ml,135,135,1,180,180
30/06/2022,170,BUSCAPINA,Farmacia,Buscapina Compositum 1,30,60,2,40,80
30/06/2022,191,1.47852E+11,Fotocopia,IMPRESIÓN A4 1,0,0,6,20,120
30/06/2022,72,7.7928E+12,Cerveza,Quilmes Bajo Cero Retornable 1000ml,225,225,1,320,320
30/06/2022,58,9.54456E+11,Carga,"Carga Virtual (Tipear TOTAL DE CARGA en: ""Monto"") 1",1,400,400,1,440
30/06/2022,58,9.54456E+11,Carga,"Carga Virtual (Tipear TOTAL DE CARGA en: ""Monto"") 1",1,170,170,1,190
30/06/2022,58,9.54456E+11,Carga,"Carga Virtual (Tipear TOTAL DE CARGA en: ""Monto"") 1",1,90,90,1,100
01/07/2022,114,77941558,Cigarrillo,Master 20 Común 20,105,105,1,160,160
01/07/2022,349,7.79747E+12,Mercadito,Azúcar Marolio 1000g,203,203,1,270,270
01/07/2022,314,7.79689E+12,Librería,Papel Glacé Lustre 1,75,150,2,100,200
01/07/2022,191,1.47852E+11,Fotocopia,IMPRESIÓN A4 1,0,0,2,20,40
01/07/2022,256,77916426,Golosina,"Topline Menta 6,7g",38,38,1,60,60
01/07/2022,263,6.21355E+11,Golosina,Caramelos 1,4,40,10,5,50
01/07/2022,199,7.7922E+12,Galletita,9 de Oro Agridulce  200g,98,98,1,140,140
01/07/2022,115,77969675,Cigarrillo,Liverpool 20 Box 20,108,108,1,160,160
01/07/2022,111,77977038,Cigarrillo,Lucky Strike 20 Convertible Box 20,320,320,1,370,370
01/07/2022,108,77978141,Cigarrillo,Marlboro Fusión 10 10,190,190,1,250,250
01/07/2022,188,3.51625E+11,Fotocopia,SIMPLE FAZ A4 1,0,0,3,10,30
01/07/2022,100,BOCADITOSBELCHOCO,Chocolate,Bombón Bel Choco 9g,15,15,1,20,20
01/07/2022,121,5.80059E+11,Cigarrillo,Suelto Barato 1,1,1,1,15,10
01/07/2022,190,9.87456E+11,Fotocopia,TRÁMITES (Tipear nombre del trámite) 1,0,0,1,350,350
01/07/2022,58,9.54456E+11,Carga,"Carga Virtual (Tipear TOTAL DE CARGA en: ""Monto"") 1",1,100,100,1,110
01/07/2022,121,5.80059E+11,Cigarrillo,Suelto Barato 1,11,11,1,15,15
01/07/2022,263,6.21355E+11,Golosina,Caramelos 1,4,72,18,5,90
01/07/2022,190,9.87456E+11,Fotocopia,TRÁMITES (Tipear nombre del trámite) 1,0,0,1,1000,1000
01/07/2022,279,7.79004E+12,Jugo,Baggio Pronto Mix Frutal 1000ml,163,163,1,230,230
01/07/2022,190,9.87456E+11,Fotocopia,TRÁMITES (Tipear nombre del trámite) 1,0,0,2,1000,2000
01/07/2022,117,77912879,Cigarrillo,Philip Morris 20 Común 20,300,300,1,340,340
01/07/2022,106,77916433,Cigarrillo,Marlboro 20 Común 20,325,325,1,370,370
01/07/2022,66,7.79315E+12,Cerveza,Miller  473ml,165,165,1,220,220
01/07/2022,106,77916433,Cigarrillo,Marlboro 20 Común 20,325,325,1,370,370
01/07/2022,89,77917805,Chocolate,Las Colonias Blanco Triple 1,44,88,2,70,140
01/07/2022,58,9.54456E+11,Carga,"Carga Virtual (Tipear TOTAL DE CARGA en: ""Monto"") 1",1,180,180,1,200
01/07/2022,1,7.79816E+12,Agua,Aguas de Las Misiones 500ml,56,56,1,80,80
01/07/2022,186,6.95874E+11,Fotocopia,DNI 1,0,0,1,20,20
01/07/2022,308,7.79551E+12,Librería,Birome Filgo negra 1,75,150,2,100,200
01/07/2022,231,7.79138E+12,Gaseosa,Cabalgata Naranja 500ml,60,60,1,80,80
01/07/2022,58,9.54456E+11,Carga,"Carga Virtual (Tipear TOTAL DE CARGA en: ""Monto"") 1",1,300,300,1,330
01/07/2022,191,1.47852E+11,Fotocopia,IMPRESIÓN A4 1,0,0,3,20,60
01/07/2022,108,77978141,Cigarrillo,Marlboro Fusión 10 10,190,190,1,250,250
01/07/2022,108,77978141,Cigarrillo,Marlboro Fusión 10 10,190,190,1,250,250
01/07/2022,188,3.51625E+11,Fotocopia,SIMPLE FAZ A4 1,0,0,10,10,100
01/07/2022,365,7.79004E+12,Mercadito,Edulcorante Si Diet 200ml,158,158,1,210,160
01/07/2022,61,7.79315E+12,Cerveza,Schneider  473ml,120,120,1,170,170
01/07/2022,3,AGUACALIENTE,Agua,Agua caliente 1,0,0,1,50,40
01/07/2022,107,77918482,Cigarrillo,Marlboro 20 Box 20,330,330,1,400,400
01/07/2022,254,77951113,Golosina,Topline Seven Vibrant Strawberry 14g,78,78,1,80,80
