Fecha,product_id,Código,Categoría,Producto,Precio Costo,Total COGS,Plataforma,Cuenta,Cantidad,Precio Unitario,Monto,sale_id
2022-06-25,119,9.54E+11,Carga,"Carga Virtual (Tipear TOTAL DE CARGA en: ""Monto"") 1",1,400,,Efectivo,400,1,440,1
2022-06-25,217,7.80E+12,Aperitivo,Fernandito 1000ml,113,113,,Efectivo,1,180,180,2
2022-06-25,352,77978141,Cigarrillo,Marlboro Fusión 12,220,220,,Efectivo,1,310,310,3
2022-06-25,475,REPUESTODIBUJOBLANCO5,Librería,Repuesto Dibujo N°5 El Nene 1,23,184,,Efectivo,8,50,400,4
2022-06-25,272,1.48E+11,Fotocopia,IMPRESIÓN A4 1,0,0,,Efectivo,8,20,160,5
2022-06-25,273,9.63E+11,Fotocopia,IMPRESIÓN LEGAL  1,0,0,,Efectivo,1,30,30,6
2022-06-25,517,1.53E+11,Fotocopia,SIMPLE FAZ LEGAL / DOBLE FAZ A4 1,0,0,,Efectivo,22,20,440,7
2022-06-25,229,7.80E+12,Librería,Folio Oficio 1,23,23,,Efectivo,1,50,50,8
2022-06-25,353,77947550,Cigarrillo,Marlboro Fusión 20 Box,390,390,,Efectivo,1,480,480,9
2022-06-25,530,7.80E+12,Soda,Soda Vitalissima 2000ml,113,113,,Efectivo,1,200,200,10
2022-06-25,609,7.79E+12,Mercadito,Yerba Amanda Tradicional 250g,180,180,,Efectivo,1,300,300,11
2022-06-25,467,7.79E+12,Cerveza,Quilmes Clásica  473ml,149,149,,Efectivo,1,220,220,12
2022-06-25,148,7.79E+12,Gaseosa,Coca Cola 2250ml,317,317,,Efectivo,1,420,420,13
2022-06-25,585,7.79E+12,Galletita,Trío Pepas 200g,98,98,,Efectivo,1,150,150,14
2022-06-25,534,7.79E+12,Gaseosa,Sprite  2250ml,263,263,,Efectivo,1,420,420,15
2022-06-25,534,7.79E+12,Gaseosa,Sprite  2250ml,263,263,,Efectivo,1,420,420,16
2022-06-25,356,77941558,Cigarrillo,Master Común 20,120,120,,Efectivo,1,180,180,17
2022-06-25,570,77919489,Golosina,"Topline Sandía 6,7g",38,38,,Efectivo,1,80,80,18
2022-06-25,117,7.79E+12,Golosina,Caramelos Alka ,1.8,7.2,,Efectivo,4,3.33,13.33,19
2022-06-26,272,1.48E+11,Fotocopia,IMPRESIÓN A4 1,0,0,,Efectivo,3,20,60,20
2022-06-26,125,7.79E+12,Jugo,Cepita Durazno 1500ml,250,250,,Efectivo,1,380,380,21
2022-06-26,56,7.79E+12,Agua Saborizada,Baggio Fresh Naranja Liviano 200ml,49,49,,Efectivo,1,70,70,22
2022-06-26,552,7.79E+12,Chocolate,Tatín Blanco Simple 1,41,41,,Efectivo,1,60,60,23
2022-06-26,587,77940131,Golosina,Turrón Maní Arcor 25g,30,30,,Efectivo,1,60,60,24
2022-06-26,119,9.54E+11,Carga,"Carga Virtual (Tipear TOTAL DE CARGA en: ""Monto"") 1",1,100,,Efectivo,100,1,110,25
2022-06-26,89,7.79E+12,Cerveza,Brahma  473ml,150,150,,Efectivo,1,230,230,26
2022-06-26,119,9.54E+11,Carga,"Carga Virtual (Tipear TOTAL DE CARGA en: ""Monto"") 1",1,100,,Efectivo,100,1,110,27
2022-06-26,129,77953513,Cigarrillo,Chesterfield 20 Común ,280,280,,Efectivo,1,370,370,28
2022-06-26,89,7.79E+12,Cerveza,Brahma  473ml,150,150,,Efectivo,1,230,230,29
2022-06-26,516,3.52E+11,Fotocopia,SIMPLE FAZ A4 1,0,0,,Efectivo,14,10,140,30
2022-06-26,53,7.79E+12,Agua Saborizada,Baggio Fresh Manzana Liviano 200ml,49,49,,Efectivo,1,70,70,31
2022-06-26,579,7.80E+12,Snack,Tostex Barbacoa 125g,113,113,,Efectivo,1,150,150,32
2022-06-26,349,77983343,Cigarrillo,Marlboro  Común 12,240,240,,Efectivo,1,330,330,33
2022-06-26,99,7.79E+12,Gaseosa,Cabalgata Guaraná 3000ml,192,192,,Efectivo,1,300,300,34
2022-06-26,119,9.54E+11,Carga,"Carga Virtual (Tipear TOTAL DE CARGA en: ""Monto"") 1",1,450,,Efectivo,450,1,495,35
2022-06-26,57,7.79E+12,Agua Saborizada,Baggio Fresh Pomelo 1500ml,101.67,101.67,,Efectivo,1,170,170,36
2022-06-26,119,9.54E+11,Carga,"Carga Virtual (Tipear TOTAL DE CARGA en: ""Monto"") 1",1,200,,Efectivo,200,1,220,37
2022-06-26,264,7.79E+12,Farmacia,Ibu 400 ISA 1,23,23,,Efectivo,1,30,30,38
2022-06-26,498,7.79E+12,Cerveza,Schneider  473ml,159,159,,Efectivo,1,200,200,39
2022-06-26,368,77958655,Golosina,"Menthoplus Miel 29,4g",53,53,,Efectivo,1,80,80,40
2022-06-26,305,7.80E+12,Agua Saborizada,Levité Pomelo 2250ml,171,171,,Efectivo,1,260,260,41
2022-06-26,529,7.79E+12,Soda,Soda Torasso 2000ml,113,113,,Efectivo,1,150,150,42
2022-06-26,148,7.79E+12,Gaseosa,Coca Cola 2250ml,317,317,,Efectivo,1,420,420,43
2022-06-26,117,7.79E+12,Golosina,Caramelos Alka ,1.8,7.2,,Efectivo,4,3.33,13.33,44
2022-06-26,590,7.93E+11,Snack,Tutuca 80 grs 1,59,59,,Efectivo,1,80,80,45
2022-06-26,297,7.79E+12,Lácteos,Leche Entera Manfrey 1000ml,135,135,,Efectivo,1,230,230,46
2022-06-26,316,77976505,Cigarrillo,Lucky Strike  Común 12 ,210,210,,Efectivo,1,300,300,47
2022-06-26,116,6.21E+11,Golosina,Caramelos 1,7,140,,Efectivo,20,5,100,48
2022-06-26,284,77917188,Varios,La Gotita 1,180,180,,Efectivo,1,280,280,49
2022-06-26,21,AGUACALIENTE,Agua,Agua caliente 1,56,56,,Efectivo,1,50,50,50
2022-06-26,36,7.79E+12,Chocolate,Alteza Chocolate Taza 90g,128,256,,Efectivo,2,250,500,51
2022-06-26,272,1.48E+11,Fotocopia,IMPRESIÓN A4 1,0,0,,Efectivo,1,20,20,52
2022-06-26,497,7.90E+12,Cerveza,Schin  473ml,120,120,,Efectivo,1,180,180,53
2022-06-26,116,6.21E+11,Golosina,Caramelos 1,7,28,,Efectivo,4,10,40,54
2022-06-26,429,77912879,Cigarrillo,Philip Morris 20 Común 20,340,340,,Efectivo,1,450,450,55
2022-06-26,351,77916433,Cigarrillo,Marlboro  Común 20,380,380,,Efectivo,1,490,490,56
2022-06-26,157,7.79E+12,Cerveza,Corona  710ml,300,300,,Efectivo,1,420,420,57
2022-06-26,116,6.21E+11,Golosina,Caramelos 1,7,14,,Efectivo,2,10,20,58
2022-06-26,97,7.79E+12,Gaseosa,Cabalgata Cola 3000ml,192,192,,Efectivo,1,300,300,59
2022-06-26,7,7.79E+12,Gaseosa,7up Lata 354ml,90,90,,Efectivo,1,130,130,60
2022-06-26,95,BUSCAPINA,Farmacia,Buscapina Compositum 1,30,120,,Efectivo,4,40,160,61
2022-06-26,312,3.06E+12,Varios,Liyo Caja 50,60,120,,Efectivo,2,140,280,62
2022-06-26,209,7.79E+12,Vino,Estancia Mendoza Cabernet Malbec 1125ml,457,457,,Efectivo,1,570,570,63
2022-06-26,530,7.80E+12,Soda,Soda Vitalissima 2000ml,113,113,,Efectivo,1,200,200,64
2022-06-26,354,7.79E+12,Vino,Marquéz del Sur Blend Magnum 1125ml,280,280,,Efectivo,1,500,500,65
2022-06-26,148,7.79E+12,Gaseosa,Coca Cola 2250ml,317,317,,Efectivo,1,420,420,66
2022-06-26,297,7.79E+12,Lácteos,Leche Entera Manfrey 1000ml,135,135,,Efectivo,1,230,230,67
2022-06-26,537,7.79E+12,Cerveza,Stella Artois Retornable 1000ml,300,300,,Efectivo,1,500,500,68
2022-06-26,119,9.54E+11,Carga,"Carga Virtual (Tipear TOTAL DE CARGA en: ""Monto"") 1",1,200,,Efectivo,200,1,220,69
2022-06-26,538,5.80E+11,Cigarrillo,Suelto Barato 1,11,11,,Efectivo,1,20,20,70
2022-06-26,17,7.79E+12,Jugo,Ades Manzana 1000ml,225,225,,Efectivo,1,350,350,71
2022-06-26,356,77941558,Cigarrillo,Master Común 20,120,120,,Efectivo,1,180,180,72
2022-06-26,538,5.80E+11,Cigarrillo,Suelto Barato 1,11,110,,Efectivo,10,20,200,73
2022-06-27,516,3.52E+11,Fotocopia,SIMPLE FAZ A4 1,0,0,,Efectivo,7,10,70,74
2022-06-27,356,77941558,Cigarrillo,Master Común 20,120,120,,Efectivo,1,180,180,75
2022-06-27,353,77947550,Cigarrillo,Marlboro Fusión 20 Box,390,390,,Efectivo,1,480,480,76
2022-06-27,517,1.53E+11,Fotocopia,SIMPLE FAZ LEGAL / DOBLE FAZ A4 1,,0,,Efectivo,1,20,20,77
2022-06-27,272,1.48E+11,Fotocopia,IMPRESIÓN A4 1,0,0,,Efectivo,2,20,40,78
2022-06-27,316,77976505,Cigarrillo,Lucky Strike  Común 12 ,210,210,,Efectivo,1,300,300,79
2022-06-27,341,7.80E+12,Librería,Mapa del Chaco N 3 Político 1,15,15,,Efectivo,1,50,50,80
2022-06-27,496,77912718,Chocolate,Sapito Maní 10g,23,23,,Efectivo,1,30,30,81
2022-06-27,42,7.79E+12,Chocolate,Arcor Milk Sorpresa 264g,101,101,,Efectivo,1,250,250,82
2022-06-27,129,77953513,Cigarrillo,Chesterfield 20 Común ,280,280,,Efectivo,1,370,370,83
2022-06-27,30,7.80E+12,Agua,Aguas de Las Misiones 500ml,56,56,,Efectivo,1,100,100,84
2022-06-27,134,7.79E+12,Lácteos,Chocolatada Tregar 200ml,90,90,,Efectivo,1,120,120,85
2022-06-27,252,7.79E+12,Mercadito,Harina 000 Cañuelas Ultra Refinada 1000g,98,98,,Efectivo,1,130,130,86
2022-06-27,403,7.79E+12,Farmacia,Pañal Huggies M 1,38,38,,Efectivo,1,60,60,87
2022-06-27,88,BOCADITOSBELCHOCO,Chocolate,Bombón Bel Choco 9g,15,30,,Efectivo,2,20,40,88
2022-06-27,435,1.61E+11,Varios,PILAS TRIPLE A 1,70,140,,Efectivo,2,150,300,89
2022-06-27,539,4.61E+11,Cigarrillo,Suelto Nacional 1,19,95,,Efectivo,5,30,150,90
2022-06-27,157,7.79E+12,Cerveza,Corona  710ml,300,300,,Efectivo,1,420,420,91
2022-06-27,272,1.48E+11,Fotocopia,IMPRESIÓN A4 1,0,0,,Efectivo,1,20,20,92
2022-06-27,516,3.52E+11,Fotocopia,SIMPLE FAZ A4 1,0,0,,Efectivo,1,10,10,93
2022-06-27,467,7.79E+12,Cerveza,Quilmes Clásica  473ml,149,149,,Efectivo,1,220,220,94
2022-06-27,157,7.79E+12,Cerveza,Corona  710ml,300,300,,Efectivo,1,420,420,95
2022-06-27,539,4.61E+11,Cigarrillo,Suelto Nacional 1,19,19,,Efectivo,1,30,30,96
2022-06-27,538,5.80E+11,Cigarrillo,Suelto Barato 1,11,44,,Efectivo,4,20,80,97
2022-06-27,119,9.54E+11,Carga,"Carga Virtual (Tipear TOTAL DE CARGA en: ""Monto"") 1",1,400,,Efectivo,400,1,440,98
2022-06-27,582,9.87E+11,Fotocopia,TRÁMITES (Tipear nombre del trámite) 1,0,0,,Efectivo,2,350,700,99
2022-06-27,311,77969675,Cigarrillo,Liverpool 20 Box Rojo,108,108,,Efectivo,1,200,200,100
2022-06-27,30,7.80E+12,Agua,Aguas de Las Misiones 500ml,56,56,,Efectivo,1,100,100,101
2022-06-27,119,9.54E+11,Carga,"Carga Virtual (Tipear TOTAL DE CARGA en: ""Monto"") 1",1,300,,Efectivo,300,1,330,102
2022-06-27,317,77976994,Cigarrillo,Lucky Strike  Convertible 12,210,210,,Efectivo,1,270,270,103
2022-06-27,356,77941558,Cigarrillo,Master Común 20,120,120,,Efectivo,1,180,180,104
2022-06-27,536,7.79E+12,Gaseosa,Sprite Retornable 2000ml,173,173,,Efectivo,1,320,320,105
2022-06-27,553,7.79E+12,Chocolate,Tatín Blanco Triple 1,52,104,,Efectivo,2,90,180,106
2022-06-27,555,7.79E+12,Chocolate,Tatín Negro Triple 1,52,52,,Efectivo,1,90,90,107
2022-06-27,414,7.79E+12,Mercadito,Papel Higiénico Higienol  50m,60,60,,Efectivo,1,100,100,108
2022-06-27,467,7.79E+12,Cerveza,Quilmes Clásica  473ml,149,149,,Efectivo,1,220,220,109
2022-06-27,491,7.79E+12,Embutidos,Salchichas Don Otto 190g,83,166,,Efectivo,2,110,220,110
2022-06-27,272,1.48E+11,Fotocopia,IMPRESIÓN A4 1,0,0,,Efectivo,1,20,20,111
2022-06-27,517,1.53E+11,Fotocopia,SIMPLE FAZ LEGAL / DOBLE FAZ A4 1,0,0,,Efectivo,2,20,40,112
2022-06-27,213,7.79E+12,Gaseosa,Fanta 2250ml,263,263,,Efectivo,1,420,420,113
2022-06-27,89,7.79E+12,Cerveza,Brahma  473ml,150,150,,Efectivo,1,230,230,114
2022-06-28,134,7.79E+12,Lácteos,Chocolatada Tregar 200ml,90,90,,Efectivo,1,120,120,115
2022-06-28,541,7.79E+12,Galletita,Surtido Bagley 390g,195,195,,Efectivo,1,320,320,116
2022-06-28,516,3.52E+11,Fotocopia,SIMPLE FAZ A4 1,0,0,,Efectivo,2,10,20,117
2022-06-28,517,1.53E+11,Fotocopia,SIMPLE FAZ LEGAL / DOBLE FAZ A4 1,0,0,,Efectivo,1,20,20,118
2022-06-28,414,7.79E+12,Mercadito,Papel Higiénico Higienol  50m,60,60,,Efectivo,1,100,100,119
2022-06-28,356,77941558,Cigarrillo,Master Común 20,120,120,,Efectivo,1,180,180,120
2022-06-28,116,6.21E+11,Golosina,Caramelos 1,7,84,,Efectivo,12,10,120,121
2022-06-28,119,9.54E+11,Carga,"Carga Virtual (Tipear TOTAL DE CARGA en: ""Monto"") 1",1,200,,Efectivo,200,1,220,122
2022-06-28,119,9.54E+11,Carga,"Carga Virtual (Tipear TOTAL DE CARGA en: ""Monto"") 1",1,300,,Efectivo,300,1,330,123
2022-06-28,313,30042452,Varios,Liyo X2 2,2.5,10,,Efectivo,4,2.5,10,124
2022-06-28,119,9.54E+11,Carga,"Carga Virtual (Tipear TOTAL DE CARGA en: ""Monto"") 1",1,180,,Efectivo,180,1,200,125
2022-06-28,582,9.87E+11,Fotocopia,TRÁMITES (Tipear nombre del trámite) 1,0,0,,Efectivo,1,50,50,126
2022-06-28,183,6.96E+11,Fotocopia,DNI 1,0,0,,Efectivo,1,20,20,127
2022-06-28,119,9.54E+11,Carga,"Carga Virtual (Tipear TOTAL DE CARGA en: ""Monto"") 1",1,200,,Efectivo,200,1,220,128
2022-06-28,317,77976994,Cigarrillo,Lucky Strike  Convertible 12,210,210,,Efectivo,1,270,270,129
2022-06-28,272,1.48E+11,Fotocopia,IMPRESIÓN A4 1,0,0,,Efectivo,2,20,40,130
2022-06-28,582,9.87E+11,Fotocopia,TRÁMITES (Tipear nombre del trámite) 1,0,0,,Efectivo,1,350,350,131
2022-06-28,213,7.79E+12,Gaseosa,Fanta 2250ml,263,263,,Efectivo,1,420,420,132
2022-06-28,403,7.79E+12,Farmacia,Pañal Huggies M 1,38,38,,Efectivo,1,60,60,133
2022-06-28,89,7.79E+12,Cerveza,Brahma  473ml,150,150,,Efectivo,1,230,230,134
2022-06-29,272,1.48E+11,Fotocopia,IMPRESIÓN A4 1,0,0,,Efectivo,1,20,20,135
2022-06-29,129,77953513,Cigarrillo,Chesterfield 20 Común ,280,280,,Efectivo,1,370,370,136
2022-06-29,403,7.79E+12,Farmacia,Pañal Huggies M 1,38,76,,Efectivo,2,60,120,137
2022-06-29,129,77953513,Cigarrillo,Chesterfield 20 Común ,280,280,,Efectivo,1,370,370,138
2022-06-29,272,1.48E+11,Fotocopia,IMPRESIÓN A4 1,0,0,,Efectivo,1,20,20,139
2022-06-29,116,6.21E+11,Golosina,Caramelos 1,7,14,,Efectivo,2,10,20,140
2022-06-29,366,77958631,Golosina,"Menthoplus Cherry 29,4g",48,48,,Efectivo,1,80,80,141
2022-06-29,352,77978141,Cigarrillo,Marlboro Fusión 12,220,220,,Efectivo,1,310,310,142
2022-06-29,365,7.79E+12,Galletita,Mediatarde 105g,45,45,,Efectivo,1,60,60,143
2022-06-29,58,7.79E+12,Jugo,Baggio Pronto Durazno 1000ml,199,199,,Efectivo,1,300,300,144
2022-06-29,272,1.48E+11,Fotocopia,IMPRESIÓN A4 1,0,0,,Efectivo,1,20,20,145
2022-06-29,100,7.79E+12,Gaseosa,Cabalgata Lima 3000ml,192,192,,Efectivo,1,300,300,146
2022-06-29,498,7.79E+12,Cerveza,Schneider  473ml,159,159,,Efectivo,1,200,200,147
2022-06-29,346,70330717565,Farmacia,Máquina de afeitar Bic Comfort 3 Advance 1,150,150,,Efectivo,1,200,200,148
2022-06-29,516,3.52E+11,Fotocopia,SIMPLE FAZ A4 1,0,0,,Efectivo,1,10,10,149
2022-06-29,317,77976994,Cigarrillo,Lucky Strike  Convertible 12,210,210,,Efectivo,1,270,270,150
2022-06-29,366,77958631,Golosina,"Menthoplus Cherry 29,4g",48,48,,Efectivo,1,80,80,151
2022-06-29,264,7.79E+12,Farmacia,Ibu 400 ISA 1,23,46,,Efectivo,2,30,60,152
2022-06-29,589,2.63E+11,Snack,Tutuca 100 grs 1,70,70,,Efectivo,1,100,100,153
2022-06-29,138,7.49E+11,Golosina,Chupetines 1,8,16,,Efectivo,2,10,20,154
2022-06-29,150,7.79E+12,Gaseosa,Coca Cola 500ml,141,141,,Efectivo,1,220,220,155
2022-06-29,63,7.79E+12,Chocolate,"Bagley Negro Triple 3,0 1",98,98,,Efectivo,1,130,130,156
2022-06-29,53,7.79E+12,Agua Saborizada,Baggio Fresh Manzana Liviano 200ml,49,49,,Efectivo,1,70,70,157
2022-06-29,272,1.48E+11,Fotocopia,IMPRESIÓN A4 1,0,0,,Efectivo,5,20,100,158
2022-06-29,119,9.54E+11,Carga,"Carga Virtual (Tipear TOTAL DE CARGA en: ""Monto"") 1",1,100,,Efectivo,100,1,110,159
2022-06-29,349,77983343,Cigarrillo,Marlboro  Común 12,240,240,,Efectivo,1,330,330,160
2022-06-29,317,77976994,Cigarrillo,Lucky Strike  Convertible 12,210,210,,Efectivo,1,270,270,161
2022-06-29,501,7.79E+12,Gaseosa,Secco Naranja 3000ml,180,180,,Efectivo,1,300,300,162
2022-06-29,201,6.90E+12,Varios,Encendedor Candela 1,62,62,,Efectivo,1,100,100,163
2022-06-29,575,77931764,Golosina,Topline Seven X-plosive Mint 14g,78,78,,Efectivo,1,100,100,164
2022-06-29,567,7.79E+12,Chocolate,Tofi Negro Triple 1,98,98,,Efectivo,1,140,140,165
2022-06-29,611,7.80E+12,Mercadito,Yerba Marolio Tradicional 500g,195,195,,Efectivo,1,290,290,166
2022-06-29,108,7.79E+12,Mercadito,Café La Virginia 5g,23,23,,Efectivo,1,30,30,167
2022-06-29,50,7.80E+12,Mercadito,Azúcar Marolio 1000g,203,203,,Efectivo,1,290,290,168
2022-06-29,517,1.53E+11,Fotocopia,SIMPLE FAZ LEGAL / DOBLE FAZ A4 1,0,0,,Efectivo,3,20,60,169
2022-06-29,289,77917805,Chocolate,Las Colonias Blanco Triple 1,44,88,,Efectivo,2,80,160,170
2022-06-29,387,1.01E+12,Energizante,Monster Negro 473ml,203,406,,Efectivo,2,320,640,171
2022-06-29,553,7.79E+12,Chocolate,Tatín Blanco Triple 1,52,52,,Efectivo,1,90,90,172
2022-06-29,138,7.49E+11,Golosina,Chupetines 1,8,16,,Efectivo,2,10,20,173
2022-06-29,119,9.54E+11,Carga,"Carga Virtual (Tipear TOTAL DE CARGA en: ""Monto"") 1",1,80,,Efectivo,80,1,90,174
2022-06-29,367,77958624,Golosina,"Menthoplus Mentol 29,4g",49,49,,Efectivo,1,80,80,175
2022-06-29,183,6.96E+11,Fotocopia,DNI 1,0,0,,Efectivo,1,20,20,176
2022-06-29,321,77977038,Cigarrillo,Lucky Strike  Convertible Box 20,380,380,,Efectivo,1,490,490,177
2022-06-29,85,4.42E+11,Varios,BOMBILLA MATE RUBÍ CORTA 1,210,210,,Efectivo,1,400,400,178
2022-06-29,321,77977038,Cigarrillo,Lucky Strike  Convertible Box 20,380,380,,Efectivo,1,490,490,179
2022-06-29,517,1.53E+11,Fotocopia,SIMPLE FAZ LEGAL / DOBLE FAZ A4 1,0,0,,Efectivo,1,20,20,180
2022-06-29,183,6.96E+11,Fotocopia,DNI 1,0,0,,Efectivo,1,20,20,181
2022-06-29,516,3.52E+11,Fotocopia,SIMPLE FAZ A4 1,0,0,,Efectivo,1,10,10,182
2022-06-29,429,77912879,Cigarrillo,Philip Morris 20 Común 20,340,340,,Efectivo,1,450,450,183
2022-06-29,201,6.90E+12,Varios,Encendedor Candela 1,62,62,,Efectivo,1,100,100,184
2022-06-29,538,5.80E+11,Cigarrillo,Suelto Barato 1,11,55,,Efectivo,5,20,100,185
2022-06-29,534,7.79E+12,Gaseosa,Sprite  2250ml,263,263,,Efectivo,1,420,420,186
2022-06-29,497,7.90E+12,Cerveza,Schin  473ml,120,120,,Efectivo,1,180,180,187
2022-06-29,119,9.54E+11,Carga,"Carga Virtual (Tipear TOTAL DE CARGA en: ""Monto"") 1",1,150,,Efectivo,150,1,170,188
2022-06-29,498,7.79E+12,Cerveza,Schneider  473ml,159,318,,Efectivo,2,200,400,189
2022-06-29,530,7.80E+12,Soda,Soda Vitalissima 2000ml,113,113,,Efectivo,1,200,200,190
2022-06-30,368,77958655,Golosina,"Menthoplus Miel 29,4g",53,53,,Efectivo,1,80,80,191
2022-06-30,272,1.48E+11,Fotocopia,IMPRESIÓN A4 1,0,0,,Efectivo,3,20,60,192
2022-06-30,582,9.87E+11,Fotocopia,TRÁMITES (Tipear nombre del trámite) 1,0,0,,Efectivo,1,350,350,193
2022-06-30,370,77958648,Golosina,"Menthoplus Strong 29,4g",48,48,,Efectivo,1,80,80,194
2022-06-30,119,9.54E+11,Carga,"Carga Virtual (Tipear TOTAL DE CARGA en: ""Monto"") 1",1,300,,Efectivo,300,1,330,195
2022-06-30,356,77941558,Cigarrillo,Master Común 20,120,120,,Efectivo,1,180,180,196
2022-06-30,272,1.48E+11,Fotocopia,IMPRESIÓN A4 1,0,0,,Efectivo,3,20,60,197
2022-06-30,119,9.54E+11,Carga,"Carga Virtual (Tipear TOTAL DE CARGA en: ""Monto"") 1",1,300,,Efectivo,300,1,330,198
2022-06-30,272,1.48E+11,Fotocopia,IMPRESIÓN A4 1,0,0,,Efectivo,3,20,60,199
2022-06-30,64,7.80E+12,Varios,Barbijos 1,75,75,,Efectivo,1,100,100,200
2022-06-30,441,PORTATARJETA,Varios,PORTA TARJETA BUS 1,38,76,,Efectivo,2,100,200,201
2022-06-30,272,1.48E+11,Fotocopia,IMPRESIÓN A4 1,0,0,,Efectivo,3,20,60,202
2022-06-30,516,3.52E+11,Fotocopia,SIMPLE FAZ A4 1,0,0,,Efectivo,5,10,50,203
2022-06-30,353,77947550,Cigarrillo,Marlboro Fusión 20 Box,390,390,,Efectivo,1,480,480,204
2022-06-30,263,7.80E+12,Vino,Hormiga Negra Malbec 750ml,210,210,,Efectivo,1,350,350,205
2022-06-30,530,7.80E+12,Soda,Soda Vitalissima 2000ml,113,113,,Efectivo,1,200,200,206
2022-06-30,346,70330717565,Farmacia,Máquina de afeitar Bic Comfort 3 Advance 1,150,150,,Efectivo,1,200,200,207
2022-06-30,272,1.48E+11,Fotocopia,IMPRESIÓN A4 1,0,0,,Efectivo,1,20,20,208
2022-06-30,516,3.52E+11,Fotocopia,SIMPLE FAZ A4 1,0,0,,Efectivo,1,10,10,209
2022-06-30,325,7.79E+12,Galletita,Maná Clasica  Chocolate 145g,113,113,,Efectivo,1,150,150,210
2022-06-30,290,77917812,Chocolate,Las Colonias Negro Triple 1,44,88,,Efectivo,2,80,160,211
2022-06-30,289,77917805,Chocolate,Las Colonias Blanco Triple 1,44,88,,Efectivo,2,80,160,212
2022-06-30,538,5.80E+11,Cigarrillo,Suelto Barato 1,11,33,,Efectivo,3,20,60,213
2022-06-30,538,5.80E+11,Cigarrillo,Suelto Barato 1,11,22,,Efectivo,2,20,40,214
2022-06-30,57,7.79E+12,Agua Saborizada,Baggio Fresh Pomelo 1500ml,101.67,101.67,,Efectivo,1,170,170,215
2022-06-30,256,HIELOCHICO,Varios,Hielo Botella Chica 1,0,0,,Efectivo,1,30,30,216
2022-06-30,183,6.96E+11,Fotocopia,DNI 1,0,0,,Efectivo,2,20,40,217
2022-06-30,517,1.53E+11,Fotocopia,SIMPLE FAZ LEGAL / DOBLE FAZ A4 1,0,0,,Efectivo,3,20,60,218
2022-06-30,517,1.53E+11,Fotocopia,SIMPLE FAZ LEGAL / DOBLE FAZ A4 1,0,0,,Efectivo,1,20,20,219
2022-06-30,272,1.48E+11,Fotocopia,IMPRESIÓN A4 1,0,0,,Efectivo,1,20,20,220
2022-06-30,516,3.52E+11,Fotocopia,SIMPLE FAZ A4 1,0,0,,Efectivo,1,10,10,221
2022-06-30,370,77958648,Golosina,"Menthoplus Strong 29,4g",48,96,,Efectivo,2,80,160,222
2022-06-30,428,77981813,Cigarrillo,Philip Morris  Común 12,210,210,,Efectivo,1,300,300,223
2022-06-30,544,7.80E+12,Farmacia,Tafirol Paracetamol 1g 1,22,22,,Efectivo,1,40,40,224
2022-06-30,117,7.79E+12,Golosina,Caramelos Alka ,1.8,5.4,,Efectivo,3,3.33,10,225
2022-06-30,183,6.96E+11,Fotocopia,DNI 1,0,0,,Efectivo,4,20,80,226
2022-06-30,517,1.53E+11,Fotocopia,SIMPLE FAZ LEGAL / DOBLE FAZ A4 1,0,0,,Efectivo,2,20,40,227
2022-06-30,183,6.96E+11,Fotocopia,DNI 1,0,0,,Efectivo,4,20,80,228
2022-06-30,516,3.52E+11,Fotocopia,SIMPLE FAZ A4 1,0,0,,Efectivo,2,10,20,229
2022-06-30,215,7.79E+12,Gaseosa,Fanta Retornable 2000ml,173,173,,Efectivo,1,320,320,230
2022-06-30,108,7.79E+12,Mercadito,Café La Virginia 5g,23,69,,Efectivo,3,30,90,231
2022-06-30,117,7.79E+12,Golosina,Caramelos Alka ,1.8,3.6,,Efectivo,2,3.33,6.67,232
2022-06-30,119,9.54E+11,Carga,"Carga Virtual (Tipear TOTAL DE CARGA en: ""Monto"") 1",1,600,,Efectivo,600,1,660,233
2022-06-30,183,6.96E+11,Fotocopia,DNI 1,0,0,,Efectivo,1,20,20,234
2022-06-30,516,3.52E+11,Fotocopia,SIMPLE FAZ A4 1,0,0,,Efectivo,1,10,10,235
2022-06-30,102,7.79E+12,Gaseosa,Cabalgata Naranja 500ml,84,84,,Efectivo,1,100,100,236
2022-06-30,201,6.90E+12,Varios,Encendedor Candela 1,62,62,,Efectivo,1,100,100,237
2022-06-30,429,77912879,Cigarrillo,Philip Morris 20 Común 20,340,340,,Efectivo,1,450,450,238
2022-06-30,129,77953513,Cigarrillo,Chesterfield 20 Común ,280,280,,Efectivo,1,370,370,239
2022-06-30,539,4.61E+11,Cigarrillo,Suelto Nacional 1,19,57,,Efectivo,3,30,90,240
2022-06-30,538,5.80E+11,Cigarrillo,Suelto Barato 1,11,22,,Efectivo,2,20,40,241
2022-06-30,356,77941558,Cigarrillo,Master Común 20,120,120,,Efectivo,1,180,180,242
2022-06-30,89,7.79E+12,Cerveza,Brahma  473ml,150,150,,Efectivo,1,230,230,243
2022-06-30,95,BUSCAPINA,Farmacia,Buscapina Compositum 1,30,60,,Efectivo,2,40,80,244
2022-06-30,272,1.48E+11,Fotocopia,IMPRESIÓN A4 1,0,0,,Efectivo,6,20,120,245
2022-06-30,466,7.79E+12,Cerveza,Quilmes Bajo Cero Retornable 1000ml,260,260,,Efectivo,1,400,400,246
